src,dst,dist
"v6534","v7397",88
"v6534","v7398",22
"v6535","v4131",94
"v6535","v4896",19
"v6535","v4898",52
"v6535","v5925",60
"v6535","v9473",3
"v6535","v9474",57
"v6535","v9475",90
"v6535","v9476",59
"v6535","v9477",48
"v6535","v9478",48
"v6536","v4131",72
"v6536","v9010",26
"v6536","v11508",84
"v6536","v14387",59
"v6536","v16038",78
"v6536","v18361",19
"v6536","v18362",5
"v6536","v18363",61
"v6536","v18364",96
"v6536","v18365",64
"v6537","v122",36
"v6537","v3428",59
"v6537","v13844",13
"v6537","v15217",88
"v6537","v17326",17
"v6537","v18593",31
"v6537","v18594",63
"v6537","v18595",64
"v6537","v18596",70
"v6537","v18597",38
"v6542","v3064",2
"v6542","v9466",15
"v6542","v23020",31
"v6542","v23048",6
"v6542","v23049",39
"v6542","v23050",68
"v6542","v23051",22
"v6542","v23052",98
"v6542","v23053",70
"v6545","v1230",30
"v6545","v1765",2
"v6545","v9094",70
"v6545","v9095",6
"v6545","v9096",75
"v6545","v9097",92
"v6545","v9098",81
"v6545","v9099",17
"v6545","v9100",52
"v6552","v9957",95
"v6552","v11381",32
"v6552","v17639",59
"v6552","v23923",15
"v6552","v25508",45
"v6552","v27708",14
"v6552","v29668",30
"v6552","v29669",70
"v6552","v29670",54
"v6552","v29671",60
"v6559","v5002",74
"v6559","v8156",98
"v6559","v8520",24
"v6559","v14687",44
"v6559","v15349",83
"v6559","v16243",61
"v6559","v16244",36
"v6559","v16245",37
"v6559","v16246",100
"v6559","v16247",48
"v6560","v6887",6
"v6560","v13800",6
"v6560","v18244",66
"v6560","v19898",29
"v6560","v19899",91
"v6560","v19900",85
"v6560","v19901",89
"v6560","v19902",69
"v6560","v19903",60
"v6560","v19904",9
"v6564","v6570",35
"v6564","v6571",16
"v6564","v6572",96
"v6564","v6573",59
"v6564","v6574",29
"v6564","v6575",90
"v6564","v6576",36
"v6564","v6577",81
"v6564","v6578",18
"v6574","v3778",95
"v6574","v5695",72
"v6574","v13128",54
"v6574","v14600",89
"v6574","v20617",84
"v6574","v23330",79
"v6574","v23331",27
"v6574","v23332",92
"v6574","v23333",11
"v6574","v23334",59
"v6575","v5192",67
"v6575","v7121",38
"v6575","v12928",59
"v6575","v15234",92
"v6575","v16942",62
"v6575","v23335",35
"v6575","v23336",48
"v6575","v23337",61
"v6575","v23338",68
"v6577","v5211",74
"v6577","v5960",55
"v6577","v6113",18
"v6577","v10142",98
"v6577","v12525",96
"v6577","v17232",22
"v6577","v19305",6
"v6577","v20987",22
"v6577","v23339",25
"v6577","v23340",71
"v6580","v11860",87
"v6580","v18598",23
"v6580","v18599",95
"v6580","v18600",48
"v6580","v18601",23
"v6580","v18602",9
"v6580","v18603",40
"v6580","v18604",28
"v6580","v18605",68
"v6580","v18606",16
"v6583","v679",31
"v6583","v1027",98
"v6583","v3762",82
"v6583","v18409",60
"v6583","v23260",95
"v6583","v25057",55
"v6583","v25058",35
"v6583","v25059",70
"v6583","v25060",21
"v6583","v25061",59
"v6584","v1893",85
"v6584","v3027",14
"v6584","v10738",67
"v6584","v20909",98
"v6584","v23201",4
"v6584","v25062",33
"v6584","v25063",55
"v6584","v25064",5
"v6584","v25065",82
"v6584","v25066",74
"v6606","v11327",80
"v6606","v23478",30
"v6606","v27549",70
"v6606","v27550",87
"v6606","v27551",52
"v6606","v27552",8
"v6606","v27553",95
"v6606","v27554",26
"v6606","v27555",38
"v6606","v27556",6
"v6610","v2290",33
"v6610","v30753",68
"v6614","v9488",93
"v6614","v20554",16
"v6614","v26829",35
"v6614","v29778",76
"v6614","v30746",53
"v6614","v30754",4
"v6614","v30755",87
"v6614","v30756",22
"v6614","v30757",94
"v6614","v30758",51
"v6617","v198",52
"v6617","v2977",74
"v6617","v10334",85
"v6617","v10335",22
"v6617","v10336",29
"v6617","v10337",8
"v6617","v10338",99
"v6617","v10339",2
"v6622","v325",27
"v6622","v3802",99
"v6622","v4982",45
"v6622","v6035",26
"v6622","v8634",12
"v6622","v10340",19
"v6622","v10341",93
"v6622","v10342",2
"v6622","v10343",17
"v6622","v10344",15
"v6622","v10345",85
"v6622","v10346",82
"v6622","v10347",88
"v6622","v10348",45
"v6622","v10349",7
"v6622","v10350",67
"v6622","v10351",87
"v6622","v10352",83
"v6622","v10353",11
"v6622","v10354",2
"v6622","v10355",47
"v6622","v10356",86
"v6622","v10357",45
"v6622","v10358",80
"v6622","v10359",60
"v6622","v10360",55
"v6622","v10361",70
"v6622","v10362",59
"v6623","v341",74
"v6623","v899",24
"v6623","v3751",61
"v6623","v4987",73
"v6623","v6882",29
"v6623","v6885",40
"v6623","v7615",79
"v6623","v7616",67
"v6623","v7617",83
"v6623","v7618",35
"v6625","v2103",58
"v6625","v2399",8
"v6625","v6064",30
"v6625","v6626",30
"v6625","v6627",34
"v6625","v6628",70
"v6625","v6629",33
"v6625","v6630",4
"v6625","v6631",77
"v6626","v3715",53
"v6626","v4583",82
"v6626","v4781",84
"v6626","v5471",25
"v6626","v5472",20
"v6626","v6203",57
"v6626","v6206",75
"v6626","v6208",72
"v6626","v6209",85
"v6626","v6349",17
"v6627","v2799",71
"v6627","v6537",21
"v6627","v6639",24
"v6627","v6640",85
"v6627","v6641",88
"v6627","v6642",67
"v6627","v6643",49
"v6627","v6644",84
"v6627","v6645",89
"v6627","v6646",70
"v6640","v18185",22
"v6641","v4659",15
"v6641","v17806",56
"v6641","v25293",48
"v6641","v29331",84
"v6641","v39608",17
"v6641","v39609",100
"v6641","v39610",50
"v6641","v39611",55
"v6641","v39612",68
"v6644","v13470",42
"v6644","v24296",95
"v6644","v29965",15
"v6644","v36706",76
"v6644","v37443",38
"v6644","v37460",22
"v6644","v41359",84
"v6644","v43406",45
"v6644","v45399",68
"v6644","v45400",3
"v6644","v45401",35
"v6644","v45402",88
"v6644","v45403",16
"v6644","v45404",78
"v6644","v45405",95
"v6644","v45406",18
"v6644","v45407",63
"v6648","v9413",32
"v6648","v9414",30
"v6648","v9415",88
"v6648","v9416",53
"v6648","v9417",12
"v6648","v9418",3
"v6648","v9419",23
"v6648","v9420",73
"v6648","v9421",81
"v6648","v9422",87
"v6657","v6573",20
"v6657","v17890",78
"v6657","v19706",47
"v6657","v19707",21
"v6657","v19708",31
"v6657","v19709",22
"v6657","v19710",23
"v6657","v19711",59
"v6657","v19712",74
"v6657","v19713",50
"v6667","v3359",7
"v6667","v9431",84
"v6667","v9432",22
"v6667","v9433",67
"v6667","v9434",70
"v6667","v9435",17
"v6667","v9436",93
"v6667","v9437",24
"v6667","v9438",94
"v6667","v9439",71
"v6673","v272",64
"v6673","v2673",39
"v6673","v4407",76
"v6673","v6678",93
"v6673","v6680",86
"v6673","v6681",31
"v6673","v6682",51
"v6673","v6683",71
"v6673","v6684",91
"v6673","v6685",67
"v6680","v818",77
"v6680","v820",76
"v6680","v821",20
"v6680","v822",38
"v6680","v1212",23
"v6680","v1213",74
"v6680","v1214",44
"v6680","v1215",47
"v6680","v1476",71
"v6680","v4110",82
"v6693","v5322",83
"v6693","v6694",98
"v6693","v6695",40
"v6693","v6696",92
"v6693","v6697",71
"v6693","v6698",53
"v6693","v6699",26
"v6693","v6700",25
"v6693","v6701",71
"v6693","v6702",55
"v6695","v6703",55
"v6695","v6704",95
"v6695","v6705",61
"v6695","v6706",40
"v6695","v6707",29
"v6695","v6708",78
"v6695","v6709",32
"v6695","v6710",93
"v6695","v6711",79
"v6722","v1919",69
"v6722","v8680",82
"v6722","v8681",73
"v6722","v8682",28
"v6722","v8683",15
"v6722","v8684",65
"v6722","v8685",63
"v6722","v8686",75
"v6722","v8687",65
"v6722","v8688",41
"v6724","v1682",92
"v6724","v4637",95
"v6724","v10721",43
"v6724","v10722",5
"v6724","v10723",7
"v6724","v10724",36
"v6724","v10725",97
"v6724","v10726",87
"v6724","v10727",89
"v6724","v10728",74
"v6731","v2847",78
"v6731","v6033",42
"v6731","v6982",79
"v6731","v6983",60
"v6731","v6984",91
"v6731","v6985",89
"v6731","v6986",53
"v6731","v6987",26
"v6731","v6988",27
"v6731","v6989",5
"v6750","v10217",19
"v6750","v10218",89
"v6750","v10219",87
"v6750","v10220",55
"v6750","v10221",36
"v6750","v10222",87
"v6750","v10223",16
"v6750","v10224",49
"v6753","v10225",48
"v6755","v2500",91
"v6755","v11265",81
"v6755","v19046",41
"v6755","v19047",86
"v6755","v19048",23
"v6755","v19049",92
"v6755","v19050",57
"v6755","v19051",36
"v6755","v19052",31
"v6755","v19053",36
"v6757","v662",30
"v6757","v3801",9
"v6757","v10287",36
"v6757","v13026",77
"v6757","v13280",93
"v6757","v19054",89
"v6757","v19055",39
"v6757","v19056",23
"v6757","v19057",63
"v6757","v19058",93
"v6761","v19059",69
"v6762","v2970",36
"v6762","v2971",92
"v6762","v2972",64
"v6762","v3174",46
"v6762","v3175",68
"v6762","v5367",11
"v6762","v6763",78
"v6762","v6764",81
"v6762","v6765",68
"v6762","v6766",92
"v6765","v3",24
"v6765","v4",95
"v6765","v569",38
"v6765","v572",36
"v6765","v4099",9
"v6765","v6722",81
"v6765","v6729",100
"v6765","v6775",88
"v6765","v6776",9
"v6765","v6777",77
"v6770","v451",85
"v6770","v7025",22
"v6770","v7026",1
"v6770","v7027",36
"v6770","v7028",6
"v6770","v7029",98
"v6770","v7030",46
"v6770","v7031",32
"v6770","v7032",80
"v6770","v7033",35
"v6775","v808",43
"v6775","v6901",88
"v6775","v6902",25
"v6775","v6903",95
"v6775","v6904",37
"v6775","v6905",96
"v6775","v6906",86
"v6775","v6907",6
"v6775","v6908",98
"v6775","v6909",89
"v6776","v3823",65
"v6776","v3824",23
"v6776","v3825",2
"v6776","v3826",11
"v6776","v3827",97
"v6776","v3828",48
"v6776","v6336",55
"v6776","v7719",90
"v6776","v7721",77
"v6776","v7722",52
"v6778","v10275",6
"v6778","v12930",93
"v6778","v12931",73
"v6778","v12932",35
"v6778","v12933",62
"v6778","v12934",31
"v6778","v12935",84
"v6778","v12936",1
"v6778","v12937",93
"v6778","v12938",11
"v6781","v9118",100
"v6781","v10757",46
"v6781","v16719",72
"v6781","v33258",60
"v6781","v45033",98
"v6781","v48931",2
"v6781","v48932",28
"v6781","v48933",74
"v6781","v48934",87
"v6781","v48935",7
"v6788","v5770",67
"v6788","v7436",9
"v6788","v8305",78
"v6788","v10368",10
"v6788","v14036",93
"v6788","v14387",48
"v6788","v14388",86
"v6788","v14389",63
"v6788","v14390",82
"v6788","v14391",37
"v6789","v1108",66
"v6789","v1372",33
"v6789","v3382",50
"v6789","v7749",11
"v6789","v7750",52
"v6789","v7751",47
"v6789","v7752",11
"v6789","v7753",16
"v6789","v7754",35
"v6789","v7755",63
"v6790","v1111",55
"v6790","v1754",94
"v6790","v2439",27
"v6790","v12448",94
"v6790","v12449",5
"v6790","v12450",79
"v6790","v12451",2
"v6790","v12452",3
"v6790","v12453",39
"v6790","v12454",3
"v6794","v1605",15
"v6794","v10418",2
"v6794","v15768",31
"v6794","v18067",38
"v6794","v18196",67
"v6794","v18197",53
"v6794","v18198",81
"v6794","v18199",91
"v6794","v18200",33
"v6794","v18201",60
"v6795","v414",19
"v6795","v1941",91
"v6795","v6796",3
"v6795","v6797",26
"v6795","v6798",18
"v6795","v6799",59
"v6795","v6800",82
"v6795","v6801",24
"v6795","v6802",58
"v6795","v6803",87
"v6804","v6805",92
"v6807","v907",3
"v6807","v4896",90
"v6807","v6005",87
"v6807","v11757",48
"v6807","v28476",2
"v6807","v31380",64
"v6807","v49103",30
"v6807","v53872",95
"v6807","v54152",63
"v6807","v55071",61
"v6808","v1990",41
"v6808","v2700",3
"v6808","v33221",21
"v6808","v38827",100
"v6808","v40603",94
"v6808","v55640",51
"v6808","v55641",3
"v6808","v55642",94
"v6808","v55643",85
"v6808","v55644",94
"v6822","v3255",13
"v6822","v12539",30
"v6822","v13863",52
"v6822","v14287",74
"v6822","v14288",60
"v6822","v14289",66
"v6822","v14290",29
"v6822","v14291",7
"v6822","v14292",9
"v6822","v14293",73
"v6824","v1122",25
"v6824","v4149",50
"v6824","v5938",4
"v6824","v12306",89
"v6824","v18580",60
"v6824","v21239",45
"v6824","v21596",4
"v6824","v21597",12
"v6824","v21598",25
"v6826","v292",30
"v6826","v4071",46
"v6826","v6239",43
"v6826","v8495",49
"v6826","v24959",42
"v6826","v24960",80
"v6826","v24961",55
"v6826","v24962",80
"v6826","v24963",55
"v6826","v24964",48
"v6828","v4041",1
"v6828","v8056",67
"v6828","v8109",57
"v6828","v30584",91
"v6828","v30585",40
"v6828","v30586",70
"v6828","v30587",100
"v6828","v30588",34
"v6828","v30589",14
"v6829","v11206",23
"v6830","v2619",56
"v6830","v12728",10
"v6830","v26212",38
"v6830","v31412",86
"v6830","v37764",10
"v6830","v37765",68
"v6830","v37766",2
"v6830","v37767",97
"v6830","v37768",16
"v6830","v37769",45
"v6834","v6889",19
"v6834","v15036",25
"v6834","v24135",59
"v6834","v37439",75
"v6834","v43283",44
"v6834","v43284",35
"v6834","v43285",85
"v6834","v43286",73
"v6834","v43287",96
"v6840","v1851",22
"v6840","v23891",100
"v6840","v30333",100
"v6840","v34517",33
"v6840","v38398",28
"v6840","v39601",76
"v6840","v44025",45
"v6840","v44062",66
"v6840","v45130",25
"v6842","v1740",44
"v6842","v12341",99
"v6842","v12982",37
"v6842","v24241",12
"v6842","v30608",71
"v6842","v34516",78
"v6842","v45131",10
"v6842","v45132",70
"v6842","v45133",99
"v6845","v1685",79
"v6845","v6341",71
"v6845","v6846",42
"v6845","v6847",82
"v6845","v6848",27
"v6845","v6849",56
"v6845","v6850",53
"v6845","v6851",26
"v6845","v6852",73
"v6845","v6853",77
"v6851","v6854",57
"v6851","v6855",93
"v6853","v6856",14
"v6853","v6857",63
"v6853","v6858",41
"v6853","v6859",71
"v6853","v6860",17
"v6853","v6861",70
"v6853","v6862",12
"v6853","v6863",94
"v6854","v2473",5
"v6854","v10630",56
"v6854","v14048",4
"v6854","v14802",57
"v6854","v17469",96
"v6854","v23517",89
"v6854","v24721",51
"v6854","v27312",9
"v6854","v27313",78
"v6854","v27314",44
"v6854","v27315",43
"v6854","v27316",12
"v6854","v27317",20
"v6854","v27318",93
"v6859","v2764",57
"v6859","v5193",6
"v6859","v7434",49
"v6859","v7435",91
"v6859","v7436",50
"v6859","v7437",93
"v6859","v7438",8
"v6859","v7439",73
"v6859","v7440",96
"v6864","v19331",70
"v6864","v29556",27
"v6864","v29557",9
"v6866","v2959",87
"v6866","v7760",71
"v6866","v8830",10
"v6866","v24232",1
"v6866","v24388",94
"v6866","v30896",88
"v6866","v40852",92
"v6866","v41285",100
"v6866","v41286",6
"v6866","v41287",32
"v6873","v2866",23
"v6873","v3876",58
"v6873","v4034",2
"v6873","v5739",62
"v6873","v6881",1
"v6873","v6882",57
"v6873","v7093",50
"v6873","v7736",82
"v6873","v9000",6
"v6873","v12603",79
"v6881","v384",12
"v6881","v589",77
"v6881","v2740",65
"v6881","v3975",47
"v6881","v6053",7
"v6881","v9606",67
"v6881","v9607",2
"v6881","v9608",97
"v6881","v9609",36
"v6881","v9610",44
"v6882","v2803",15
"v6882","v8157",55
"v6882","v9548",43
"v6882","v12297",10
"v6882","v12298",75
"v6882","v12299",23
"v6882","v12300",99
"v6882","v12301",66
"v6882","v12302",64
"v6882","v12303",14
"v6883","v6194",15
"v6883","v9789",96
"v6883","v12304",64
"v6883","v12305",96
"v6883","v12306",2
"v6883","v12307",99
"v6883","v12308",70
"v6883","v12309",64
"v6883","v12310",35
"v6885","v111",95
"v6885","v1259",72
"v6885","v1841",3
"v6885","v13558",92
"v6885","v13559",50
"v6885","v13560",59
"v6885","v13561",57
"v6885","v13562",83
"v6885","v13563",43
"v6886","v3881",31
"v6886","v10235",16
"v6886","v11992",89
"v6886","v11993",85
"v6886","v11994",33
"v6886","v11995",55
"v6886","v11996",15
"v6886","v11997",10
"v6886","v11998",43
"v6886","v11999",46
"v6887","v1901",57
"v6887","v5339",64
"v6887","v10997",81
"v6887","v19651",6
"v6887","v19652",49
"v6887","v19653",55
"v6887","v19654",81
"v6887","v19655",13
"v6887","v19656",30
"v6887","v19657",83
"v6888","v17427",22
"v6888","v20100",36
"v6888","v20104",36
"v6888","v20653",85
"v6888","v20654",90
"v6888","v20655",30
"v6888","v20656",87
"v6888","v20657",79
"v6888","v20658",5
"v6889","v790",61
"v6889","v2016",74
"v6889","v2202",24
"v6889","v2751",27
"v6889","v17164",13
"v6889","v20071",3
"v6889","v34660",87
"v6889","v36684",89
"v6889","v36685",87
"v6889","v36686",16
"v6891","v24288",23
"v6891","v32941",49
"v6891","v37763",60
"v6891","v43671",69
"v6891","v50797",80
"v6891","v51344",68
"v6891","v51726",88
"v6891","v53450",98
"v6891","v55120",12
"v6891","v56069",96
"v6892","v2114",23
"v6892","v20257",28
"v6892","v20930",27
"v6892","v30018",100
"v6892","v39007",17
"v6892","v46170",78
"v6892","v55788",87
"v6892","v56072",58
"v6892","v57965",33
"v6892","v57966",69
"v6894","v438",16
"v6894","v1097",20
"v6894","v2728",49
"v6894","v6775",10
"v6894","v6895",3
"v6894","v6896",88
"v6894","v6897",53
"v6894","v6898",99
"v6894","v6899",87
"v6894","v6900",65
"v6898","v5295",26
"v6898","v6918",60
"v6898","v6919",42
"v6898","v6920",51
"v6898","v6921",69
"v6898","v6922",98
"v6898","v6923",77
"v6898","v6924",15
"v6898","v6925",29
"v6898","v6926",80
"v6899","v5770",55
"v6899","v6927",30
"v6899","v6928",32
"v6899","v6929",53
"v6899","v6930",56
"v6899","v6931",88
"v6899","v6932",43
"v6899","v6933",62
"v6899","v6934",94
"v6899","v6935",97
"v6908","v5202",6
"v6908","v9440",98
"v6908","v9441",31
"v6908","v9442",95
"v6908","v9443",8
"v6908","v9444",10
"v6908","v9445",9
"v6908","v9446",81
"v6908","v9447",95
"v6908","v9448",25
"v6913","v969",9
"v6913","v5174",81
"v6913","v6303",2
"v6913","v7216",33
"v6913","v9967",78
"v6913","v10896",18
"v6913","v16400",8
"v6913","v16401",60
"v6913","v16402",23
"v6913","v16403",15
"v6915","v1225",85
"v6915","v2167",12
"v6915","v16404",81
"v6915","v16405",26
"v6915","v16406",81
"v6915","v16407",12
"v6915","v16408",100
"v6915","v16409",10
"v6915","v16410",55
"v6915","v16411",39
"v6931","v841",78
"v6931","v3985",53
"v6931","v4450",58
"v6931","v10377",5
"v6931","v14832",55
"v6931","v22457",78
"v6931","v23293",9
"v6931","v37348",94
"v6931","v37349",9
"v6931","v37350",44
"v6940","v3991",58
"v6940","v4169",66
"v6940","v7274",56
"v6940","v8015",71
"v6940","v8016",16
"v6940","v8017",28
"v6940","v8018",40
"v6940","v8019",18
"v6940","v8020",40
"v6940","v8021",89
"v6943","v3347",71
"v6943","v8022",3
"v6943","v8023",41
"v6943","v8024",16
"v6943","v8025",28
"v6943","v8026",6
"v6943","v8027",32
"v6943","v8028",28
"v6943","v8029",63
"v6943","v8030",62
"v6945","v629",40
"v6945","v2936",17
"v6945","v4333",95
"v6945","v10773",45
"v6945","v12368",25
"v6945","v16811",1
"v6945","v16812",10
"v6945","v16813",89
"v6945","v16814",86
"v6945","v16815",46
"v6947","v5649",41
"v6947","v10498",98
"v6947","v11436",5
"v6947","v13739",69
"v6947","v14528",8
"v6947","v16784",98
"v6947","v17005",20
"v6947","v17006",16
"v6947","v17007",13
"v6947","v17008",70
"v6953","v3881",62
"v6953","v6002",23
"v6953","v7218",99
"v6953","v7272",91
"v6953","v8479",53
"v6953","v9871",48
"v6953","v9872",23
"v6953","v9873",69
"v6953","v9874",94
"v6959","v7219",87
"v6959","v7739",48
"v6959","v9829",35
"v6959","v9875",91
"v6959","v9876",39
"v6959","v9877",7
"v6959","v9878",80
"v6959","v9879",25
"v6959","v9880",93
"v6959","v9881",26
"v6962","v9882",99
"v6963","v2925",66
"v6963","v6970",9
"v6963","v6971",69
"v6963","v6972",46
"v6963","v6973",48
"v6963","v6974",87
"v6963","v6975",62
"v6963","v6976",9
"v6963","v6977",60
"v6963","v6978",37
"v6963","v6979",71
"v6963","v6980",55
"v6963","v6981",3
"v6970","v500",85
"v6970","v1932",4
"v6970","v8291",72
"v6970","v10511",42
"v6970","v10795",38
"v6970","v10980",85
"v6970","v10981",29
"v6970","v10982",68
"v6970","v10983",75
"v6970","v10984",98
"v6978","v7396",38
"v6978","v11206",23
"v6978","v11207",18
"v6978","v11208",100
"v6978","v11209",48
"v6978","v11210",21
"v6978","v11211",52
"v6978","v11212",74
"v6978","v11213",81
"v6978","v11214",42
"v6982","v6990",73
"v6982","v6991",97
"v6982","v6992",95
"v6982","v6993",84
"v6982","v6994",84
"v6982","v6995",37
"v6982","v6996",30
"v6982","v6997",24
"v6982","v6998",44
"v6982","v6999",53
"v6996","v7294",14
"v6996","v13450",89
"v6996","v16636",51
"v6996","v26729",58
"v6996","v26730",80
"v6996","v26731",73
"v6996","v26732",17
"v6996","v26733",82
"v6996","v26734",77
"v6996","v26735",39
"v6997","v3384",57
"v6997","v7194",23
"v6997","v10284",22
"v6997","v10851",26
"v6997","v15277",37
"v6997","v17158",19
"v6997","v26736",98
"v6997","v26737",82
"v6997","v26738",44
"v6997","v26739",25
"v7000","v279",68
"v7000","v280",38
"v7000","v281",56
"v7000","v282",46
"v7000","v283",92
"v7000","v660",45
"v7000","v1723",11
"v7000","v2860",7
"v7000","v7446",15
"v7000","v7447",86
"v7001","v1224",82
"v7001","v7448",61
"v7001","v7449",98
"v7001","v7450",41
"v7001","v7451",86
"v7001","v7452",95
"v7001","v7453",29
"v7001","v7454",85
"v7001","v7455",64
"v7001","v7456",59
"v7002","v5",24
"v7002","v10",25
"v7002","v1605",88
"v7002","v2491",61
"v7002","v8497",12
"v7002","v8498",33
"v7002","v8499",53
"v7002","v8500",38
"v7002","v8501",39
"v7002","v8502",21
"v7004","v649",71
"v7004","v10686",97
"v7004","v13014",98
"v7004","v13015",76
"v7004","v13016",43
"v7004","v13017",10
"v7004","v13018",55
"v7004","v13019",98
"v7004","v13020",47
"v7004","v13021",92
"v7005","v550",9
"v7005","v554",97
"v7005","v555",61
"v7005","v557",84
"v7005","v1627",61
"v7005","v2609",92
"v7005","v2610",36
"v7005","v7038",87
"v7005","v8061",1
"v7008","v1731",89
"v7008","v7102",39
"v7008","v16862",17
"v7008","v21468",36
"v7008","v21469",71
"v7008","v21470",10
"v7008","v21471",41
"v7008","v21472",85
"v7008","v21473",72
"v7008","v21474",17
"v7009","v2701",46
"v7009","v2886",63
"v7009","v3384",95
"v7009","v6901",1
"v7009","v8387",83
"v7009","v9184",7
"v7009","v11188",14
"v7009","v12602",13
"v7009","v23433",22
"v7009","v23434",42
"v7014","v4559",75
"v7014","v4835",79
"v7014","v4836",33
"v7014","v4837",22
"v7014","v4838",37
"v7014","v11403",44
"v7014","v11651",80
"v7014","v11652",46
"v7014","v11653",6
"v7014","v11654",51
"v7022","v4939",47
"v7022","v6499",7
